Recettes,Ingrédients
Riz et petits navets rôtis au miel.html,"['25 g riz', '200 g navet(s)', '1 c. à soupe miel', ""1 c. à café huile d'olive""]"
Riz et poisson aux petits légumes.html,"['20 g riz', '20 g poisson', '120 g carotte(s)', '60 g navet(s)', 'quelques feuilles persil', '½  citron(s)', '1 c. à café huile(s) végétale(s)']"
Riz et purée de butternut au colin.html,"['20 g riz', '150 g butternut', '15 g colin', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Riz et purée de chou-fleur à l’indienne.html,"['20 g riz', '130 g chou-fleur', '¼  oignon(s)', '40 g coulis de tomates', '1 pincée garam masala ', ""1 c. à café huile d'olive""]"
Riz et purée de ratatouille.html,"['20 g riz', '50 g tomate(s)', '50 g poivron(s) rouge(s)', '30 g courgette(s)', '30 g aubergine(s)', '½  oignon(s)', ""1 c. à café huile d'olive""]"
Riz et ratatouille.html,"['60 g tomate(s)', '60 g poivron(s) rouge(s)', '40 g courgette(s)', '40 g aubergine(s)', '½  oignon(s)', '20 g riz', ""1 c. à café huile d'olive""]"
Riz et sa fondue de poireaux au maquereau.html,"['25 g riz', '120 g poireau(x)', '1 c. à café crème', '20 g maquereau', '½  citron(s)']"
Riz et sa fondue poireau au jambon.html,"['20 g riz', '125 g poireau(x)', '1 c. à café crème', '15 g jambon blanc']"
Riz et sa poêlée forestière.html,"['20 g riz', '120 g carotte(s)', '80 g champignons', '¼  oignon(s)', '1 pincée thym', ""1 c. à café huile d'olive"", ' c. à café huile(s) végétale(s)']"
"Riz et sa purée de légumes, boulettes de cabillaud.html","['20 g riz', '50 g coulis de tomates', '50 g carotte(s)', '50 g rutabaga(s)', '20 g cabillaud', '1 c. à café huile(s) végétale(s)', '1 c. à soupe oignon(s)', '1 pincée coriandre']"
Riz et sa sauce tomate aux légumes.html,"['20 g riz', '50 g coulis de tomates', '50 g céleri-branche', '75 g carotte(s)', '¼  oignon(s)', '1 pincée thym', '1 c. à café huile(s) végétale(s)']"
Riz et sa tombée d’épinards à la crème.html,"['25 g riz', '150 g épinards', '1 c. à café crème fraîche']"
Riz et son duo de brocolis et champignons.html,"['20 g riz', '150 g brocoli', '70 g champignons', '1 c. à café huile(s) végétale(s)']"
Riz et son omelette aux légumes.html,"['20 g riz', '40 g haricots verts', '40 g tomate(s)', '40 g carotte(s)', '40 g concombre', '1 c. à café huile(s) végétale(s)', '1 pincée herbes aromatiques', '⅓  oeuf(s)']"
Riz et truite à la crème de brocoli.html,"['20 g riz', '20 g truite', '130 g brocoli', '  citron(s)', '1 c. à café crème']"
Riz et veau aux légumes d’été.html,"['20 g riz', '50 g courgette(s)', '50 g tomate(s)', '70 g poivron(s) rouge(s)', '20 g veau', '1 c. à café huile(s) végétale(s)']"
Riz parfumé aux petits légumes.html,"['20 g riz', '60 g carotte(s)', '50 g navet(s)', '50 g fenouil', '40 g petits pois', '10 g oignon(s)', '  coriandre', '  citron(s)']"
Riz à la cantonaise.html,"['20 g riz', '130 g carotte(s)', '40 g petits pois', '15 g jambon blanc', '1 c. à café huile(s) végétale(s)']"
Riz à la purée de potiron.html,"['20 g riz', '200 g potiron', '1 c. à café huile(s) végétale(s)']"
"Riz, brocoli et poisson à l’orange.html","['25 g riz', '200 g brocoli', '20 g poisson blanc', '20 mL orange(s)', '1 c. à café huile(s) végétale(s)']"
"Riz, crème de brocoli à l’orange et poisson.html","['20 g riz', '180 g brocoli', '15 g poisson blanc', '½  orange(s)', '1 c. à café huile(s) végétale(s)']"
"Riz, crème d’endive et maïs au thon.html","['15 g riz', '60 g maïs', '200 g endive(s)', '15 g thon', '1 c. à café huile(s) végétale(s)', '1 brins ciboulette']"
"Riz, haricots verts et lanières d’omelette.html","['20 g riz', '120 g haricots verts', '1 c. à café huile(s) végétale(s)', '¼  oeuf(s)', '  herbes aromatiques']"
"Riz, potiron et haricots rouges.html","['150 g potiron', '50 g haricots rouges', '20 g riz', '1 c. à café huile(s) végétale(s)']"
"Riz, potiron et maïs doux.html","['20 g riz', '130 g potiron', '50 g maïs', '1 c. à café huile(s) végétale(s)']"
Rondelles de concombre cuites et sauce à la menthe.html,"['150 g concombre', '30 g fromage blanc', '  menthe']"
Rondelles de courgette et fromage frais à la menthe.html,"['200 g courgette(s)', '20 g fromage frais', '  menthe']"
Rondelles de courgette et sauce à la ciboulette.html,"['150 g courgette(s)', '30 g fromage blanc', '  ciboulette']"
Rondelles de courgette sauce fromage frais et ciboulette.html,"['1  courgette(s)', '30 g fromage frais', '5  brin(s) ciboulette']"
"Rondelles de courgette, sauce fromage blanc curry.html","['150 g courgette(s)', '30 g fromage blanc', '½ c. à café curry doux']"
Roulés au sarrasin et épinards (Recette de Noël).html,"['100 g farine de sarrasin', '50 g épinards', '1 c. à soupe fécule de maïs', '2 c. à soupe huile d’olive', '200 mL eau', '  garnitures au choix']"
Röstis de carottes courgette et fromage frais.html,"['75 g carotte(s)', '75 g courgette(s)', '35 g farine de riz', '35 mL lait', '15 g fromage frais', '1 c. à café huile(s) végétale(s)', '1 pincée(s) cumin']"
Röstis de courgettes.html,"['250 g courgette(s)', '2 c. à soupe fécule de maïs', '1 c. à soupe crème fraîche', '1 c. à café huile(s) végétale(s)', '1 pincée curry']"
Salade composée au riz.html,"['25 g riz', '40 g haricots verts', '40 g tomate(s)', '40 g carotte(s)', '20 g concombre', '1 c. à café huile(s) végétale(s)']"
"Salade de chou, pomme et agrumes.html","['30 g chou-rouge', '30 g pomme(s)', '1  clémentine(s)', ""1 c. à café huile d'olive""]"
Salade de chou-rave et carotte.html,"['50 g carotte(s)', '50 g chou-rave', '1 c. à café huile(s) végétale(s)', '½  citron(s)']"
Salade de pâtes aux légumes provençaux et au thon.html,"['25 g pâtes', '30 g aubergine(s)', '30 g courgette(s)', '30 g poivron(s) rouge(s)', '30 g coulis de tomates', '20 g thon', '½ gousse ail', '1 c. à café huile(s) végétale(s)']"
"Salade de pâtes aux tomates cerises, pesto de courgettes et cabillaud.html","['120 g courgette(s)', '60 g tomates cerises', '20 g pâtes', '5 g pignons de pin', ""1 c. à café huile d'olive"", '  basilic', '20 g cabillaud']"
"Salade de pommes de terre, haricots verts et tomates.html","['80 g haricots verts', '75 g pomme(s) de terre', '60 g tomate(s)', '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
"Salade de quinoa aux petits pois, courgettes, poulet et menthe.html","['10 g quinoa', '40 g petits pois', '120 g courgette(s)', '20 g poulet', 'quelques feuilles menthe', '1 c. à café huile(s) végétale(s)']"
"Salade de riz, avocat, tomates cerises et thon.html","['20 g riz', '½  avocat(s)', '60 g tomates cerises', '20 g thon', '½  citron(s)']"
"Salade de tomates, aubergines et poivron à la marocaine.html","['90 g poivron(s) vert(s)', '90 g tomate(s)', '90 g aubergine(s)', ""1 c. à café huile d'olive"", '  citron(s)', '  persil', '  cumin']"
Salade toute verte et nuggets de poisson aux poivrons.html,"['100 g pomme(s) de terre', '80 g courgette(s)', '80 g concombre', '10 g fromage de brebis frais', ""1 c. à café huile d'olive"", '1 feuilles menthe', '35 g poivron(s) rouge(s)', '20 g poisson blanc', '  chapelure']"
Saumon et purée de céleri-rave.html,"['130 g céleri-rave', '50 g pomme(s) de terre', '15 g saumon', '1 c. à café huile(s) végétale(s)']"
"Saumon et sa crème de poireaux, boulgour.html","['125 g poireau(x)', '15 g boulgour', '15 g saumon', '1 c. à café crème']"
"Saumon et sa fondue de poireaux, boulgour.html","['125 g poireau(x)', '20 g boulgour', '20 g saumon', '1 c. à café crème']"
Saumon vapeur (en morceaux).html,['50 g saumon']
Semoule au caviar d’aubergines et dinde.html,"['30 g semoule de couscous', '150 g aubergine(s)', '20 g dinde', ""1 c. à café huile d'olive"", '½ gousse(s) ail']"
Semoule au curry d’aubergines et tomates.html,"['100 g aubergine(s)', '60 g tomate(s)', '25 g semoule de couscous', '20 mL lait de coco', '1 pincée(s) curry']"
"Semoule au maïs, aubergine et sardine.html","['25 g semoule de couscous', '25 g maïs', '15 g sardine', '25 g tomate(s)', '80 g aubergine(s)', '  herbes aromatiques', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Semoule aux carottes et coriandre.html,"['30 g semoule de couscous', '180 g carotte(s)', '1 c. à café huile(s) végétale(s)', '  coriandre']"
Semoule aux carottes et dorade.html,"['30 g semoule de couscous', '180 g carotte(s)', '15 g dorade', '1 c. à café huile(s) végétale(s)', '  coriandre']"
Semoule aux courgettes à la menthe.html,"['130 g courgette(s)', '20 g fromage frais', 'quelques feuilles menthe', '1 c. à café huile(s) végétale(s)', '25 g semoule de couscous']"
Semoule aux endives et pommes braisées.html,"['1 petite endive(s)', '1 petite pomme(s)', '25 g semoule de couscous', '1 c. à café huile(s) végétale(s)', ""1 c. à café huile d'olive""]"
Semoule aux légumes (et crudités).html,"['25 g semoule de couscous', '40 g courgette(s)', '120 g carotte(s)', '40 g tomate(s)', '50 g chou-rave', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Semoule aux légumes et cabillaud.html,"['25 g semoule de couscous', '50 g courgette(s)', '50 g carotte(s)', '50 g tomate(s)', '20 g cabillaud', '1 c. à café huile(s) végétale(s)', '  citron(s)']"
Semoule bolognaise.html,"['25 g semoule de couscous', '100 g coulis de tomates', '20 g boeuf haché', '½  oignon(s)', '50 g carotte(s)', '1 pincée herbes aromatiques', ""1 c. à café huile d'olive""]"
Semoule et boulettes de boeuf à l’orientale.html,"['30 g semoule de couscous', '25 g boeuf haché', '60 g coulis de tomates', '½  oignon(s)', '1 pincée(s) cumin', '1 pincée(s) coriandre']"
Semoule et carottes au maquereau.html,"['200 g carotte(s)', '25 g semoule de couscous', '15 à 20 g maquereau', '1 c. à café huile(s) végétale(s)']"
Semoule et potimarron fondant au canard.html,"['180 g potimarron', '25 g canard', '25 g semoule de couscous', '1 c. à café huile(s) végétale(s)']"
Semoule façon couscous au rutabaga et carottes.html,"['75 g rutabaga(s)', '75 g carotte(s)', '20 g concentré de tomates', '20 g raisins secs', '1 pincée épices', '25 g semoule de couscous', '1 c. à café huile(s) végétale(s)']"
Semoule à la purée de betterave et pomme.html,"['80 g betterave(s)', '½  pomme(s)', '1 c. à café huile(s) végétale(s)', '20 g semoule de couscous']"
Semoule à la purée de carottes et rutabaga.html,"['25 g semoule de couscous', '100 g carotte(s)', '100 g rutabaga(s)', '1 c. à soupe huile(s) végétale(s)']"
Semoule à la purée d’endives et pommes.html,"['1 petite endive(s)', '1 petite pomme(s)', '25 g semoule de couscous', '1 c. à café huile(s) végétale(s)', ""1 c. à café huile d'olive""]"
"Semoule, carottes aux herbes et poulet.html","['25 g semoule de couscous', '200 g carotte(s)', '1 c. à café huile(s) végétale(s)', '1 pincée herbes aromatiques', '15 g poulet']"
"Semoule, caviar d’aubergines et dinde.html","['25 g semoule de couscous', '150 g aubergine(s)', '15 g dinde', ""1 c. à café huile d'olive"", '½ gousse(s) ail']"
Soupe au chou-fleur crémeuse.html,"['250 g chou-fleur', '1 c. à soupe crème', '  eau']"
"Soupe au chou-fleur, carottes et cumin.html","['150 g chou-fleur', '150 g carotte(s)', '1 c. à café huile(s) végétale(s)', '1 pincée cumin']"
Soupe au chou.html,"['120 g chou vert', '70 g carotte(s)', '70 g navet(s)', '1 c. à café huile(s) végétale(s)', '1 pincée bicarbonate de soude alimentaire']"
Soupe aux 5 légumes.html,"['30 g potimarron', '30 g poireau(x)', '30 g carotte(s)', '30 g panais', '30 g choux de Bruxelles', '30 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '1 pincée thym']"
Soupe aux légumes d’hiver.html,"['50 g butternut', '50 g carotte(s)', '50 g pomme(s) de terre', '50 g patate(s) douce(s)', '50 g poireau(x)', '50 g chou vert', '1 pincée(s) curry doux', '1 pincée(s) herbes aromatiques', '  huile(s) végétale(s)']"
Soupe aux poireaux et céleri.html,"['100 g poireau(x)', '65 g céleri-branche', '50 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)']"
"Soupe aux poivrons, maïs, carottes et tomates.html","['60 g poivron(s) rouge(s)', '60 g tomate(s)', '60 g carotte(s)', '40 g maïs', '¼  oignon(s)', '1 c. à café huile(s) végétale(s)', '1 pincée coriandre']"
"Soupe carotte, potimarron et sarrasin.html","['120 g potimarron', '120 g carotte(s)', '1 c. à café farine de sarrasin', '1 c. à café huile(s) végétale(s)', '1 pincée(s) herbes aromatiques']"
Soupe chinoise au poulet et vermicelles.html,"['10 g vermicelles de riz', '20 g poulet', '40 g chou chinois', '40 g poireau(x)', '30 g carotte(s)', '30 g champignons', '20 g petits pois', '1 bout gingembre frais', '  coriandre', '1 c. à café huile(s) végétale(s)']"
Soupe de brocolis et petits pois au lait de coco.html,"['130 g brocoli', '80 g petits pois', '1 feuille(s) menthe', '25 mL lait de coco']"
Soupe de carottes et lentilles corail aux épices.html,"['150 g carotte(s)', '10 g lentilles corail', '1 c. à café huile(s) végétale(s)', '1 pincée épices']"
"Soupe de céleri aux pommes, noix et bleu d’auvergne.html","['½  pomme(s)', '100 g céleri-branche', '10 g bleu', '10 g noix']"
"Soupe de céleri, châtaignes et épices.html","['150 g céleri-rave', '50 g châtaignes', '1 pincée cannelle', '1 c. à café huile(s) végétale(s)']"
Soupe de légumes au persil.html,"['20 g concentré de tomates', '70 g carotte(s)', '70 g navet(s)', '10 g oignon(s)', '1 c. à café huile(s) végétale(s)', '50 mL eau']"
Soupe de melon au basilic.html,"['180 g melon', '1 feuille(s) basilic', '1 c. à café huile(s) végétale(s)']"
Soupe d’inspiration chinoise.html,"['15 g vermicelles de riz', '100 g carotte(s)', '20 g ciboule', '1 pincée coriandre', '1 pincée menthe', '1 c. à café huile(s) végétale(s)', '50 mL eau']"
Soupe froide à la marocaine.html,"['90 g tomate(s)', '90 g poivron(s) vert(s)', '90 g carotte(s)', '  citron(s)', ""  huile d'olive"", '  persil', '  cumin']"
Soupe froide de légumes et sa mouillette.html,"['75 g courgette(s)', '50 g poivron(s) rouge(s)', '50 g poivron(s) jaune(s)', '100 g tomate(s)', '1 c. à café huile(s) végétale(s)', ' feuilles basilic', '2  craquotte(s)']"
Soupe hivernale.html,"['75 g carotte(s)', '50 g poireau(x)', '50 g céleri-branche', '50 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '1 pincée herbes aromatiques']"
"Soupe potiron, carotte, orange.html","['120 g potiron', '120 g carotte(s)', '½  orange(s)', '1 c. à café huile(s) végétale(s)']"
Soupe thaï à la dorade.html,"['15 g vermicelles de riz', '60 g carotte(s)', '60 g concombre', '20 g dorade', '20 mL lait de coco', '½  citron vert', '  coriandre']"
Soupe thaï coco poisson.html,"['10 g vermicelles de riz', '30 g carotte(s)', '50 g brocoli', '20 g petits pois', '1  oignon(s) nouveau(x)', '20 g colin', '30 mL lait de coco', '1 feuille(s) basilic', '1 feuille(s) menthe', '1 pincée(s) gingembre moulu', '  citron vert']"
Spaghettis à la sauce tomates-carottes-basilic.html,"['25 g pâtes', '120 g tomate(s)', '75 g carotte(s)', '¼  oignon(s)', ""1 c. à café huile d'olive"", '  basilic']"
Steak végétarien à la betterave.html,"['40 g betterave(s)', '40 g pois chiches', ""20 g flocons d'avoine"", '¼  oignon(s)', '1 pincée(s) épices', ""  huile d'olive""]"
Suprêmes de pamplemousse et brandade de morue.html,"['1  pamplemousse', '100 g pomme(s) de terre', '15 à 20 g cabillaud', '1 c. à café huile(s) végétale(s)', '  persil', '  chapelure']"
Sweet potatoes.html,"['300 g patate(s) douce(s)', '  huile d’olive']"
Taboulé de quinoa au poulet.html,"['75 g concombre', '15 g quinoa', '75 g tomate(s)', '20 g poulet', '1 c. à café huile(s) végétale(s)', '1 feuilles menthe']"
Taboulé de betterave et poire.html,"['100 g betterave(s)', '40 g poire(s)', '25 g semoule de couscous', '1 c. à café huile(s) végétale(s)', '  herbes aromatiques']"
Taboulé printanier au poulet.html,"['25 g semoule de couscous', '20 g poulet', '65 g concombre', '75 g carotte(s)', '30 g fenouil', '½  citron(s)', ' feuilles herbes aromatiques', '1 c. à café huile(s) végétale(s)']"
Tagliatelles de légumes au saumon.html,"['120 g carotte(s)', '120 g courgette(s)', '20 g saumon', ""1 c. à café huile d'olive""]"
"Tajine de poulet aux carottes, pruneaux et petits pois.html","['100 g carotte(s)', '70 g petits pois', '40 g pruneau(x)', '20 g poulet', '1 pincée épices', ""1 c. à café huile d'olive""]"
"Tajine de poulet aux navets, fruits secs et amandes.html","['80 g pomme(s) de terre', '80 g navet(s)', '40 g fruits secs', '20 g poulet', '20 g amandes', '1 pincée(s) épices']"
Tajine d’agneau aux poires et pruneaux.html,"['50 g pomme(s) de terre', '50 g navet(s)', '50 g tomate(s)', '½  poire(s)', '3  pruneau(x)', '20 g agneau', ""1 c. à café huile d'olive"", '1 pincée épices', '½ gousse ail']"
"Tajine veggie aux carottes, patates douces et pruneaux.html","['75 g patate(s) douce(s)', '60 g pruneau(x)', '120 g carotte(s)', ""1 c. à café huile d'olive"", '½  citron(s)', '1 pincée épices']"
Tajine veggie de fenouil et carottes.html,"['130 g fenouil', '150 g carotte(s)', '½  pamplemousse', '  épices', ""  huile d'olive""]"
Tarte fine au pâtisson.html,"['300 g pâtisson(s)', '50 g farine', '⅓  oeuf(s)', ""1 c. à soupe huile d'olive"", '1 c. à café crème', '  épices', '20 mL eau chaude']"
Tartelette aux courgettes et chèvre.html,"['50 g farine', ""1 c. à soupe huile d'olive"", '20 mL eau', '100 g courgette(s)', '20 g fromage de chèvre', '  basilic']"
"Tartelette de sarrasin, épinards et chèvre.html","['100 g épinards', '½  oeuf(s)', '20 g farine de blé', '20 g farine de sarrasin', '10 g fromage de chèvre', '1 c. à soupe crème', ""1 c. à soupe huile d'olive""]"
Tartines au tatziki de radis et purée de carotte.html,"['2  craquotte(s)', '100 g carotte(s)', '50 g radis rose', '½  yaourt', 'quelques brins  ciboulette', '1 c. à café huile(s) végétale(s)']"
"Tomate farcie au poulet, petits légumes et quinoa.html","['1  tomate(s)', '15 g quinoa', '20 g poulet', '30 g carotte(s)', '30 g poivron(s) rouge(s)', '  herbes aromatiques', ""1 c. à café huile d'olive""]"
Tomates mozza et son duo de riz et quinoa.html,"['10 g riz', '10 g quinoa', '150 g tomate(s)', '20 g mozzarella', '½ gousse(s) ail', '½  oignon(s)', '1 pincée(s) thym', '1 feuille(s) basilic', ""  huile d'olive""]"
Topinambour fondant au romarin.html,"['300 g topinambour(s)', '1 c. à café huile(s) végétale(s)', ' pincée romarin']"
"Tortillas de patate douce, guacamole.html","['120 g patate(s) douce(s)', '½  avocat(s)', '90 g farine', '½  citron(s)', '1 pincée(s) épices mexicaines']"
Tranches d’avocat panées sans cuisson.html,"['1  avocat(s)', ""30 g flocons d'avoine""]"
Veau aux légumes verts.html,"['60 g fèves', '150 g courgette(s)', '20 g veau', '1 c. à café huile(s) végétale(s)']"
Veau et sa purée de légumes verts.html,"['50 g fèves', '150 g courgette(s)', '15 g veau', '1 c. à café huile(s) végétale(s)']"
Velouté de betterave au yaourt.html,"['125 g betterave(s)', '½  yaourt', '1 c. à café huile(s) végétale(s)', '  ciboulette']"
Velouté de brocolis et pomme de terre au merlan.html,"['230 g brocoli', '75 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '20 g merlan']"
"Velouté de chou-fleur, poire et bleu.html","['200 g chou-fleur', '75 g poire(s)', '10 g bleu']"
Velouté de chou-rave à la ciboulette.html,"['150 g chou-rave', '75 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '  citron(s)', '  ciboulette']"
Velouté de petits pois à l’aneth.html,"['150 g petits pois', '1 c. à soupe crème', '1 pincée aneth']"
Velouté de poireaux et pomme de terre à la ciboulette.html,"['75 g pomme(s) de terre', '120 g poireau(x)', '1 c. à café huile(s) végétale(s)', '  ciboulette']"
Velouté de potimarron au curry.html,"['250 g potimarron', '50 mL lait de coco', '1 à 2 pincée(s) curry', '  coriandre']"
Velouté aux asperges vertes.html,"['60 g pomme(s) de terre', '130 g asperge(s) verte(s)', '50 mL eau', '1 c. à café huile(s) végétale(s)']"
Velouté de chou rouge et pomme.html,"['180 g chou-rouge', '½  pomme(s)', '50 g pomme(s) de terre', ""1 c. à soupe huile d'olive""]"
Velouté de chou vert.html,"['150 g chou vert', '75 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '  eau']"
Velouté de châtaignes et panais aux noisettes.html,"['120 g panais', '50 g châtaignes', '1 c. à café huile(s) végétale(s)', '1 c. à soupe poudre de noisettes']"
Velouté de courge butternut au lait de coco.html,"['180 g butternut', '2 c. à soupe lait de coco', '30 mL eau']"
"Velouté de courge, carotte, pomme et gingembre.html","['1  pomme(s)', '75 g courge', '75 g carotte(s)', '1 cm gingembre frais', '1 c. à café huile(s) végétale(s)']"
"Velouté de courgettes, concombre et fromage de brebis.html","['100 g pomme(s) de terre', '100 g courgette(s)', '100 g concombre', '20 g fromage de brebis frais', ""1 c. à café huile d'olive"", '1 feuilles menthe']"
Velouté de céleri et potiron à la noisette.html,"['130 g potiron', '75 g céleri-rave', '50 g pomme(s) de terre', '1 c. à soupe noisettes en poudre', '1 c. à café huile(s) végétale(s)']"
"Velouté de céleri, pomme, pointe de bleu.html","['150 g céleri-rave', '½  pomme(s)', '1 c. à café huile(s) végétale(s)', '20 g bleu', ' pincée thym']"
Velouté de fèves et courgettes au basilic​.html,"['60 g fèves ', '150 g courgette(s)', '20 g fromage frais', '1 feuilles basilic', '1 c. à café huile(s) végétale(s)']"
Velouté de melon au fromage frais et basilic.html,"['200 g melon', '20 g fromage frais', '1 feuilles basilic', '1 c. à café huile(s) végétale(s)']"
Velouté de panais aux noisettes.html,"['140 g panais', '50 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)', '20 g noisettes en poudre']"
Velouté de panais et champignons à l’ail.html,"['100 g panais', '100 g champignons', '½ gousse ail', '½  oignon(s)', ""1 c. à café huile d'olive""]"
Velouté de petits pois et asperges à la menthe.html,"['80 g petits pois', '100 g asperge(s) verte(s)', 'quelques feuilles menthe', '1 c. à café huile(s) végétale(s)', '50 mL eau']"
Velouté de poireau et panais.html,"['100 g panais', '100 g poireau(x)', '1 pincée persil', '1 c. à café huile(s) végétale(s)']"
Velouté de poireaux à l’avoine.html,"['100 g poireau(x)', ""20 g flocons d'avoine"", '75 mL lait', '1 c. à café huile(s) végétale(s)']"
Velouté de potimarron et lentilles corail.html,"['150 g potimarron', '20 g lentilles corail', '1 c. à café huile(s) végétale(s)', '1 pincée(s) curry']"
Velouté de potiron et maïs crémeux.html,"['180 g potiron', '60 g maïs', '  lait', '1 c. à café huile(s) végétale(s)']"
Velouté de topinambour.html,"['200 g topinambour(s)', '60 g pomme(s) de terre', '1 c. à café huile(s) végétale(s)']"
Velouté d’endive au maïs.html,"['80 g maïs', '200 g endive(s)', '1 c. à café huile(s) végétale(s)']"
Velouté d’endive à la poire et fromage frais.html,"['200 g endive(s)', '1  poire(s)', '20 g fromage frais']"
Velouté d’endives à la patate douce.html,"['150 g endive(s)', '80 g patate(s) douce(s)', '½  pomme(s)', '1 c. à café crème', ""1 c. à café huile d'olive""]"
"Velouté vert tout frais, et nuggets de poisson aux poivrons.html","['100 g pomme(s) de terre', '80 g courgette(s)', '80 g concombre', '10 g fromage de brebis frais', ""1 c. à café huile d'olive"", '1 feuilles menthe', '30 g poivron(s) rouge(s)', '15 g poisson blanc', '  chapelure']"
Verrine façon tarte moelleuse à l’avoine et courgette.html,"['30 g flocons d’avoine', '50 mL lait d’amandes', '150 g courgette(s)', '1 c. à café huile(s) végétale(s)']"
Verrines de purée de potimarron aux châtaignes.html,"['160 g potimarron', '3  châtaignes']"
Virgin pina colada🍹.html,"['80 g ananas', '20 mL lait de coco', '1  glaçon']"
Wrap de légumes au saumon.html,"['1  galette(s) de blé', '70 g carotte(s)', '70 g courgette(s)', '20 g saumon', '1 c. à café huile(s) végétale(s)']"
Églefin et sa purée de fenouil-pomme.html,"['½  pomme(s)', '130 g fenouil', '30 g pomme(s) de terre', '½  citron(s)', '1 c. à café huile(s) végétale(s)', '20 g églefin']"
Étoiles aux légumes et à l’avoine.html,"['60 g carotte(s)', '60 g navet(s)', ""50 g flocons d'avoine"", '10 g oignon(s)', '1 c. à café huile(s) végétale(s)', '  persil']"
